ผลคะแนนการเลือกตั้งสมาชิกสภาผู้แทนราษฎร แบบแบ่งเขตเลือกตั้ง เมื่อวันที่ 24 มีนาคม 2562,,,,,
จำแนกตามเขตเลือกตั้ง,,,,,
,,,,,
จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,ผลคะแนน
,2,10,นางสาวตรีนุช  เทียนทอง,พลังประชารัฐ,"52,978"
,,5,พันตำรวจเอก พายัพ  ทองชื่น,เพื่อไทย,"21,901"
,,6,นายยุทธชัย  รำไพวรรณ์,อนาคตใหม่,"13,566"
,,7,พลเอก ชวลิต  สาลีติ๊ด,ประชาธิปัตย์,"4,202"
,,4,นางสาวอัคลีมา  คลังเพชร,เสรีรวมไทย,"1,973"
,,14,นายฐาปกรณ์  โนนศรีโคตร,เศรษฐกิจใหม่,600
,,9,นางสาวธัญยรัตน์  ไทชญานุวัฒน์,เพื่อชาติ,570
,,1,นายเลื่อน  อินทร์ทิพย์,รักษ์ผืนป่าประเทศไทย,470
,,15,นางสาวศิริวรรณ  บุญทัด,ภูมิใจไทย,410
,,11,นางพรผกาจิตร์  เพิ่มพิมพา,พลังท้องถิ่นไท,283
,,2,นายวรเชษฐ์  สิทธิจันทร์,รวมพลังประชาชาติไทย,252
,,8,นายสมบูรณ์  ถายะเดช,ประชาธิปไตยใหม่,218
,,13,นายศรราม  ศรีคำ,ไทยศรีวิไลย์,174
,,21,นายณรงค์  ผ่องศรีนวล,ครูไทยเพื่อประชาชน,142
,,3,นายไสว  แก้วภักดี,ประชาชนปฏิรูป,128
,,19,นายสมพร  นิลสนธิ,พลังปวงชนไทย,104
,,17,นายวัลลภ  เอราวรรณ์,กรีน,97
,,20,นางสาวจุฑาภัทร์  ทวีชาติ,ประชาภิวัฒน์,68
,,23,นายอุ่น  บุตรศรี,ไทรักธรรม,65
,,16,นางสาวอัญชัญ  บุศย์น้ำเพ็ชร,เพื่อแผ่นดิน,51
,,18,นางสาววิภาพร  อุทก,ประชาธรรมไทย,40
,3,7,นายสุรศักดิ์  ชิงนวรรณ์,พลังประชารัฐ,"41,962"
สระแก้ว,3,1,นายสรวงศ์  เทียนทอง,เพื่อไทย,"34,141"
,,6,นางสาวสุนันทรัตน์  มุกตรี,อนาคตใหม่,"12,024"
,,8,นายพรพล  เอกอรรถพร,ประชาธิปัตย์,"4,276"
,,5,นางดรุณี  ประยูรวงษ์,เสรีรวมไทย,"1,790"
,,20,นายสุทธิพงศ์  ทองชำนาญ,เศรษฐกิจใหม่,649
,,21,นายกฤษฎา  งามสมกลิ่น,ประชาธรรมไทย,500
,,2,นายสอาด  คำมาก,รักษ์ผืนป่าประเทศไทย,379
,,9,จ่าสิบเอก ปิยะณัฐ  ถือพุดซา,รวมพลังประชาชาติไทย,341
,,10,นายสมพิษ  แพนลิ้นฟ้า,เพื่อชาติ,311
,,17,นางวิไลรัตน์  อินต๊ะเม้า,ภูมิใจไทย,285
,,4,พันตำรวจโท สมนึก  กิจมานะ,ประชาธิปไตยใหม่,240
,,12,นายอาทิตย์  บังกระโทก,ไทยศรีวิไลย์,168
,,19,นางวิลาวรรณ  เพ่งพิศ  ลินด์เบิร์ก,พลังชาติไทย,163
,,11,นางสาวพานทิพย์ศิริ  เพิ่มพิมพา,พลังท้องถิ่นไท,148
,,16,นายสุรีย์  โกมารทัต,พลังปวงชนไทย,124
,,25,นางศิริพร  จันทร์ชู,ไทรักธรรม,118
,,18,นายเสรีชน  ศรีบุตร,ครูไทยเพื่อประชาชน,105
,,23,นายสมัย  ศรีสมาน,พลเมืองไทย,88
,,24,นางสาววิรากานต์  อรัญเจริญยิ่ง,พลังไทสร้างชาติ,80
,,15,นายศุภชัย  ลิ้มศักดิ์ศรี,กรีน,74
,,13,นายวิฑูรย์  แก้วทองดี,เพื่อแผ่นดิน,54
,,14,นางสาวญาณิศา  ประภา,ประชาชนปฏิรูป,53
สระบุรี,1,4,นางสาวกัลยา  รุ่งวิจิตรชัย,พลังประชารัฐ,"31,035"
,,8,นายวิทูลย์  แก้วสุวรรณ,อนาคตใหม่,"26,550"
,,11,นายพรพันธ์  เจริญรัศมี,เพื่อไทย,"25,154"
,,5,นายชนัตถ์  นันทปัญญา,ชาติไทยพัฒนา,"21,369"
,,3,นายนันทวัชร  กี่สง่า,ประชาธิปัตย์,"6,406"
,,1,พันตำรวจโท ไพศาล  มงคลวงษ์,เสรีรวมไทย,"2,962"
,,16,นายธนกิจ  เทียมชัยบุญทวี,ภูมิใจไทย,941
,,9,พันตำรวจเอก นรงค์  แสวงจิตร์,สยามพัฒนา,749
,,14,นางสาววิริศ  ปานรัตน์,ไทยศรีวิไลย์,740
,,6,นายสหัส  อมรรัตนานนท์,รวมพลังประชาชาติไทย,738
,,24,นายประสิทธิ์  ใชนารา,พลังไทยรักไทย,568
,,10,นางสาวเกศรินทร์  ศิริภาภรณ์,รักษ์ผืนป่าประเทศไทย,527
,,7,นายนคร  อุทัยกัณฑ์,ชาติพัฒนา,518
,,2,พันตำรวจโท เรืองฤทธิ์  มาลีการ,พลังท้องถิ่นไท,395
,,25,นายปราโมทย์  ลือสิทธิ์,ประชาภิวัฒน์,339
,,27,นายโสภณ  สุขุมาลพันธุ์,ไทรักธรรม,333
,,23,นางวัลลภ  เสวิวัฒน์,เพื่อชาติ,238
,,19,พันตรี ธนพล  แจ่มจันทร์,พลังชาติไทย,183
,,18,นายปฏิพัทธ์  สิงห์ทุม,ครูไทยเพื่อประชาชน,172
,,21,นายสำเริง  ไม้แดง,พลังไทสร้างชาติ,158
,,13,นายปุนภพ  คงเจริญเขต,เพื่อแผ่นดิน,157
,,17,นายสุวรรณ  นวนจันทร์,ประชาชนปฏิรูป,121
,,20,นายสุนันท์  งามวงศ์,เครือข่ายชาวนาแห่งประเทศไทย,118
,,15,นางสาวชมพูนุท  แสงสิมา,ประชานิยม,117
,,22,นายวิชัย  พรมติ๊บ,ประชาไทย,81
สระบุรี,2,8,นายสมบัติ  อำนาคะ,พลังประชารัฐ,"43,776"
,,1,นายอรรถพล  วงษ์ประยูร,เพื่อไทย,"30,636"
,,6,นางสาวนรีรัตน์  สุขวรรณรัตน์,อนาคตใหม่,"21,796"
,,3,นายเสน่ห์  เลาหะพานิช,ชาติไทยพัฒนา,"9,423"
